session_id,step_id,step_type,text_id,question_number,points,max_points
S042,T49_Q3,question,T49,3,0,0
S043,T12_Q1,question,T12,1,1,1
S043,T12_Q2,question,T12,2,1,1
S043,T12_Q3,question,T12,3,1,1
S043,T15_Q1,question,T15,1,0,0
S043,T15_Q2,question,T15,2,1,1
S043,T15_Q3,question,T15,3,0,1
S043,T18_Q1,question,T18,1,1,1
S043,T18_Q2,question,T18,2,1,1
S043,T18_Q3,question,T18,3,0,1
S043,T20_Q1,question,T20,1,1,1
S043,T20_Q2,question,T20,2,1,1
S043,T20_Q3,question,T20,3,0,1
S043,T24_Q1,question,T24,1,1,1
S043,T24_Q2,question,T24,2,1,1
S043,T24_Q3,question,T24,3,0,1
S043,T27_Q1,question,T27,1,1,1
S043,T27_Q2,question,T27,2,1,1
S043,T27_Q3,question,T27,3,1,1
S043,T28_Q1,question,T28,1,1,1
S043,T28_Q2,question,T28,2,1,1
S043,T28_Q3,question,T28,3,0,1
S043,T30_Q1,question,T30,1,1,1
S043,T30_Q2,question,T30,2,1,1
S043,T30_Q3,question,T30,3,1,1
S043,T37_Q1,question,T37,1,1,1
S043,T37_Q2,question,T37,2,1,1
S043,T37_Q3,question,T37,3,1,1
S043,T41_Q1,question,T41,1,1,1
S043,T41_Q2,question,T41,2,1,1
S043,T41_Q3,question,T41,3,1,1
S044,T12_Q1,question,T12,1,1,1
S044,T12_Q2,question,T12,2,1,1
S044,T12_Q3,question,T12,3,1,1
S044,T15_Q1,question,T15,1,1,1
S044,T15_Q2,question,T15,2,1,1
S044,T15_Q3,question,T15,3,1,1
S044,T18_Q1,question,T18,1,1,1
S044,T18_Q2,question,T18,2,1,1
S044,T18_Q3,question,T18,3,1,1
S044,T20_Q1,question,T20,1,1,1
S044,T20_Q2,question,T20,2,1,1
S044,T20_Q3,question,T20,3,1,1
S044,T24_Q1,question,T24,1,1,1
S044,T24_Q2,question,T24,2,1,1
S044,T24_Q3,question,T24,3,1,1
S044,T27_Q1,question,T27,1,1,1
S044,T27_Q2,question,T27,2,1,1
S044,T27_Q3,question,T27,3,1,1
S044,T28_Q1,question,T28,1,1,1
S044,T28_Q2,question,T28,2,1,1
S044,T28_Q3,question,T28,3,1,1
S044,T30_Q1,question,T30,1,1,1
S044,T30_Q2,question,T30,2,1,1
S044,T30_Q3,question,T30,3,1,1
S044,T37_Q1,question,T37,1,1,1
S044,T37_Q2,question,T37,2,1,1
S044,T37_Q3,question,T37,3,1,1
S044,T41_Q1,question,T41,1,1,1
S044,T41_Q2,question,T41,2,1,1
S044,T41_Q3,question,T41,3,1,1
S045,T12_Q1,question,T12,1,1,1
S045,T12_Q2,question,T12,2,1,1
S045,T12_Q3,question,T12,3,1,1
S045,T15_Q1,question,T15,1,1,1
S045,T15_Q2,question,T15,2,1,1
S045,T15_Q3,question,T15,3,1,1
S045,T18_Q1,question,T18,1,1,1
S045,T18_Q2,question,T18,2,1,1
S045,T18_Q3,question,T18,3,1,1
S045,T20_Q1,question,T20,1,1,1
S045,T20_Q2,question,T20,2,1,1
S045,T20_Q3,question,T20,3,1,1
S045,T24_Q1,question,T24,1,1,1
S045,T24_Q2,question,T24,2,1,1
S045,T24_Q3,question,T24,3,1,1
S045,T27_Q1,question,T27,1,1,1
S045,T27_Q2,question,T27,2,1,1
S045,T27_Q3,question,T27,3,1,1
S045,T28_Q1,question,T28,1,1,1
S045,T28_Q2,question,T28,2,1,1
S045,T28_Q3,question,T28,3,1,1
S045,T30_Q1,question,T30,1,1,1
S045,T30_Q2,question,T30,2,1,1
S045,T30_Q3,question,T30,3,1,1
S045,T37_Q1,question,T37,1,1,1
S045,T37_Q2,question,T37,2,1,1
S045,T37_Q3,question,T37,3,1,1
S045,T41_Q1,question,T41,1,1,1
S045,T41_Q2,question,T41,2,1,1
S045,T41_Q3,question,T41,3,1,1
S046,T2_Q1,question,T2,1,1,1
S046,T2_Q2,question,T2,2,0,1
S046,T2_Q3,question,T2,3,1,1
S046,T5_Q1,question,T5,1,1,1
S046,T5_Q2,question,T5,2,0,1
S046,T5_Q3,question,T5,3,1,1
S046,T17_Q1,question,T17,1,1,1
S046,T17_Q2,question,T17,2,1,1
S046,T17_Q3,question,T17,3,1,1
S046,T26_Q1,question,T26,1,1,1
S046,T26_Q2,question,T26,2,1,1
S046,T26_Q3,question,T26,3,1,1
S046,T33_Q1,question,T33,1,1,1
S046,T33_Q2,question,T33,2,1,1
S046,T33_Q3,question,T33,3,1,1
S046,T42_Q1,question,T42,1,1,1
S046,T42_Q2,question,T42,2,1,1
S046,T42_Q3,question,T42,3,1,1
S046,T45_Q1,question,T45,1,1,1
S046,T45_Q2,question,T45,2,1,1
S046,T45_Q3,question,T45,3,1,1
S046,T47_Q1,question,T47,1,1,1
S046,T47_Q2,question,T47,2,1,1
S046,T47_Q3,question,T47,3,1,1
S046,T48_Q1,question,T48,1,0,0
S046,T48_Q2,question,T48,2,1,1
S046,T48_Q3,question,T48,3,1,1
S046,T49_Q1,question,T49,1,1,1
S046,T49_Q2,question,T49,2,1,1
S046,T49_Q3,question,T49,3,1,1
S047,T12_Q1,question,T12,1,1,1
S047,T12_Q2,question,T12,2,1,1
S047,T12_Q3,question,T12,3,1,1
S047,T15_Q1,question,T15,1,1,1
S047,T15_Q2,question,T15,2,1,1
S047,T15_Q3,question,T15,3,1,1
S047,T18_Q1,question,T18,1,1,1
S047,T18_Q2,question,T18,2,1,1
S047,T18_Q3,question,T18,3,1,1
S047,T20_Q1,question,T20,1,1,1
S047,T20_Q2,question,T20,2,1,1
S047,T20_Q3,question,T20,3,1,1
S047,T24_Q1,question,T24,1,1,1
S047,T24_Q2,question,T24,2,1,1
S047,T24_Q3,question,T24,3,1,1
S047,T27_Q1,question,T27,1,1,1
S047,T27_Q2,question,T27,2,1,1
S047,T27_Q3,question,T27,3,1,1
S047,T28_Q1,question,T28,1,1,1
S047,T28_Q2,question,T28,2,1,1
S047,T28_Q3,question,T28,3,1,1
S047,T30_Q1,question,T30,1,1,1
S047,T30_Q2,question,T30,2,1,1
S047,T30_Q3,question,T30,3,1,1
S047,T37_Q1,question,T37,1,1,1
S047,T37_Q2,question,T37,2,1,1
S047,T37_Q3,question,T37,3,1,1
S047,T41_Q1,question,T41,1,1,1
S047,T41_Q2,question,T41,2,1,1
S047,T41_Q3,question,T41,3,1,1
S048,T2_Q1,question,T2,1,0,1
S048,T2_Q2,question,T2,2,1,1
S048,T2_Q3,question,T2,3,0,1
S048,T5_Q1,question,T5,1,0,1
S048,T5_Q2,question,T5,2,0,1
S048,T5_Q3,question,T5,3,0,0
S048,T17_Q1,question,T17,1,0,1
S048,T17_Q2,question,T17,2,0,1
S048,T17_Q3,question,T17,3,0,1
S048,T26_Q1,question,T26,1,0,1
S048,T26_Q2,question,T26,2,0,1
S048,T26_Q3,question,T26,3,0,1
S048,T33_Q1,question,T33,1,0,1
S048,T33_Q2,question,T33,2,0,1
S048,T33_Q3,question,T33,3,0,1
S048,T42_Q1,question,T42,1,0,1
S048,T42_Q2,question,T42,2,0,1
S048,T42_Q3,question,T42,3,0,1
S048,T45_Q1,question,T45,1,0,1
S048,T45_Q2,question,T45,2,0,1
S048,T45_Q3,question,T45,3,0,1
S048,T47_Q1,question,T47,1,0,1
S048,T47_Q2,question,T47,2,0,1
S048,T47_Q3,question,T47,3,0,1
S048,T48_Q1,question,T48,1,0,1
S048,T48_Q2,question,T48,2,0,1
S048,T48_Q3,question,T48,3,0,1
S048,T49_Q1,question,T49,1,0,1
S048,T49_Q2,question,T49,2,0,1
S048,T49_Q3,question,T49,3,0,1
S049,T2_Q1,question,T2,1,1,1
S049,T2_Q2,question,T2,2,0,1
S049,T2_Q3,question,T2,3,1,1
S049,T5_Q1,question,T5,1,1,1
S049,T5_Q2,question,T5,2,1,1
S049,T5_Q3,question,T5,3,1,1
S049,T17_Q1,question,T17,1,1,1
S049,T17_Q2,question,T17,2,1,1
S049,T17_Q3,question,T17,3,1,1
S049,T26_Q1,question,T26,1,1,1
S049,T26_Q2,question,T26,2,1,1
S049,T26_Q3,question,T26,3,1,1
S049,T33_Q1,question,T33,1,1,1
S049,T33_Q2,question,T33,2,1,1
S049,T33_Q3,question,T33,3,1,1
S049,T42_Q1,question,T42,1,1,1
S049,T42_Q2,question,T42,2,1,1
S049,T42_Q3,question,T42,3,1,1
S049,T45_Q1,question,T45,1,1,1
S049,T45_Q2,question,T45,2,1,1
S049,T45_Q3,question,T45,3,1,1
S049,T47_Q1,question,T47,1,1,1
S049,T47_Q2,question,T47,2,1,1
S049,T47_Q3,question,T47,3,1,1
S049,T48_Q1,question,T48,1,1,1
S049,T48_Q2,question,T48,2,1,1
S049,T48_Q3,question,T48,3,1,1
S049,T49_Q1,question,T49,1,1,1
S049,T49_Q2,question,T49,2,1,1
S049,T49_Q3,question,T49,3,1,1
S050,T12_Q1,question,T12,1,1,1
S050,T12_Q2,question,T12,2,1,1
S050,T12_Q3,question,T12,3,1,1
S050,T15_Q1,question,T15,1,1,1
S050,T15_Q2,question,T15,2,1,1
S050,T15_Q3,question,T15,3,0,1
S050,T18_Q1,question,T18,1,0,1
S050,T18_Q2,question,T18,2,1,1
S050,T18_Q3,question,T18,3,0,1
S050,T20_Q1,question,T20,1,0,0
S050,T20_Q2,question,T20,2,0,0
S050,T20_Q3,question,T20,3,0,0
S050,T24_Q1,question,T24,1,0,1
S050,T24_Q2,question,T24,2,1,1
S050,T24_Q3,question,T24,3,0,1
S050,T27_Q1,question,T27,1,1,1
S050,T27_Q2,question,T27,2,1,1
S050,T27_Q3,question,T27,3,0,1
S050,T28_Q1,question,T28,1,0,1
S050,T28_Q2,question,T28,2,0,0
S050,T28_Q3,question,T28,3,0,1
S050,T30_Q1,question,T30,1,0,1
S050,T30_Q2,question,T30,2,1,1
S050,T30_Q3,question,T30,3,1,1
S050,T37_Q1,question,T37,1,0,0
S050,T37_Q2,question,T37,2,1,1
S050,T37_Q3,question,T37,3,0,0
S050,T41_Q1,question,T41,1,0,0
S050,T41_Q2,question,T41,2,0,0
S050,T41_Q3,question,T41,3,0,0
S051,T12_Q1,question,T12,1,1,1
S051,T12_Q2,question,T12,2,1,1
S051,T12_Q3,question,T12,3,0,1
S051,T15_Q1,question,T15,1,0,1
S051,T15_Q2,question,T15,2,0,1
S051,T15_Q3,question,T15,3,0,1
S051,T18_Q1,question,T18,1,0,1
S051,T18_Q2,question,T18,2,1,1
S051,T18_Q3,question,T18,3,0,1
S051,T20_Q1,question,T20,1,1,1
S051,T20_Q2,question,T20,2,0,1
S051,T20_Q3,question,T20,3,0,1
S051,T24_Q1,question,T24,1,0,1
S051,T24_Q2,question,T24,2,1,1
S051,T24_Q3,question,T24,3,0,1
S051,T27_Q1,question,T27,1,1,1
S051,T27_Q2,question,T27,2,0,1
S051,T27_Q3,question,T27,3,0,1
S051,T28_Q1,question,T28,1,0,1
S051,T28_Q2,question,T28,2,1,1
S051,T28_Q3,question,T28,3,0,1
S051,T30_Q1,question,T30,1,0,1
S051,T30_Q2,question,T30,2,1,1
S051,T30_Q3,question,T30,3,0,1
S051,T37_Q1,question,T37,1,0,1
S051,T37_Q2,question,T37,2,0,1
S051,T37_Q3,question,T37,3,0,0
S051,T41_Q1,question,T41,1,0,1
S051,T41_Q2,question,T41,2,1,1
S051,T41_Q3,question,T41,3,0,1
S052,T12_Q1,question,T12,1,1,1
S052,T12_Q2,question,T12,2,1,1
S052,T12_Q3,question,T12,3,1,1
S052,T15_Q1,question,T15,1,1,1
S052,T15_Q2,question,T15,2,0,1
S052,T15_Q3,question,T15,3,1,1
S052,T18_Q1,question,T18,1,1,1
S052,T18_Q2,question,T18,2,1,1
S052,T18_Q3,question,T18,3,1,1
S052,T20_Q1,question,T20,1,1,1
S052,T20_Q2,question,T20,2,1,1
S052,T20_Q3,question,T20,3,1,1
S052,T24_Q1,question,T24,1,0,1
S052,T24_Q2,question,T24,2,1,1
S052,T24_Q3,question,T24,3,0,1
S052,T27_Q1,question,T27,1,0,1
S052,T27_Q2,question,T27,2,1,1
S052,T27_Q3,question,T27,3,0,1
S052,T28_Q1,question,T28,1,1,1
S052,T28_Q2,question,T28,2,1,1
S052,T28_Q3,question,T28,3,1,1
S052,T30_Q1,question,T30,1,1,1
S052,T30_Q2,question,T30,2,1,1
S052,T30_Q3,question,T30,3,1,1
S052,T37_Q1,question,T37,1,1,1
S052,T37_Q2,question,T37,2,1,1
S052,T37_Q3,question,T37,3,1,1
S052,T41_Q1,question,T41,1,1,1
S052,T41_Q2,question,T41,2,1,1
S052,T41_Q3,question,T41,3,1,1
S053,T3_Q1,question,T3,1,0,1
S053,T3_Q2,question,T3,2,1,1
S053,T3_Q3,question,T3,3,0,1
S053,Text 3,text_marker,T3,,0,0
S053,T4_Q1,question,T4,1,0,1
S053,T4_Q2,question,T4,2,1,1
S053,T4_Q3,question,T4,3,0,1
S053,Text 4,text_marker,T4,,0,0
S053,T9_Q1,question,T9,1,0,1
S053,T9_Q2,question,T9,2,1,1
S053,T9_Q3,question,T9,3,0,1
S053,Text 9,text_marker,T9,,0,0
S053,T10_Q1,question,T10,1,0,1
S053,T10_Q2,question,T10,2,0,0
S053,T10_Q3,question,T10,3,0,1
S053,Text 10,text_marker,T10,,0,0
S053,T19_Q1,question,T19,1,0,1
S053,T19_Q2,question,T19,2,0,1
S053,T19_Q3,question,T19,3,1,1
S053,Text 19,text_marker,T19,,0,0
S053,T29_Q1,question,T29,1,0,1
S053,T29_Q2,question,T29,2,0,1
S053,T29_Q3,question,T29,3,0,1
S053,Text 29,text_marker,T29,,0,0
S053,T31_Q1,question,T31,1,0,1
S053,T31_Q2,question,T31,2,1,1
S053,T31_Q3,question,T31,3,0,1
S053,Text 31,text_marker,T31,,0,0
S053,T32_Q1,question,T32,1,0,1
S053,T32_Q2,question,T32,2,0,1
S053,T32_Q3,question,T32,3,0,1
S053,Text 32,text_marker,T32,,0,0
S053,T46_Q1,question,T46,1,0,1
S053,T46_Q2,question,T46,2,0,1
S053,T46_Q3,question,T46,3,0,1
S053,Text 46,text_marker,T46,,0,0
S053,T50_Q1,question,T50,1,0,1
S053,T50_Q2,question,T50,2,0,1
S053,T50_Q3,question,T50,3,0,1
S053,Text 50,text_marker,T50,,0,0
S054,T2_Q1,question,T2,1,1,1
S054,T2_Q2,question,T2,2,0,1
S054,T2_Q3,question,T2,3,1,1
S054,T5_Q1,question,T5,1,1,1
S054,T5_Q2,question,T5,2,1,1
S054,T5_Q3,question,T5,3,1,1
S054,T17_Q1,question,T17,1,1,1
S054,T17_Q2,question,T17,2,1,1
S054,T17_Q3,question,T17,3,1,1
S054,T26_Q1,question,T26,1,1,1
S054,T26_Q2,question,T26,2,1,1
S054,T26_Q3,question,T26,3,1,1
S054,T33_Q1,question,T33,1,1,1
S054,T33_Q2,question,T33,2,1,1
S054,T33_Q3,question,T33,3,1,1
S054,T42_Q1,question,T42,1,1,1
S054,T42_Q2,question,T42,2,1,1
S054,T42_Q3,question,T42,3,0,0
S054,T45_Q1,question,T45,1,1,1
S054,T45_Q2,question,T45,2,1,1
S054,T45_Q3,question,T45,3,1,1
S054,T47_Q1,question,T47,1,1,1
S054,T47_Q2,question,T47,2,1,1
S054,T47_Q3,question,T47,3,1,1
S054,T48_Q1,question,T48,1,1,1
S054,T48_Q2,question,T48,2,1,1
S054,T48_Q3,question,T48,3,1,1
S054,T49_Q1,question,T49,1,1,1
S054,T49_Q2,question,T49,2,1,1
S054,T49_Q3,question,T49,3,1,1
S055,T12_Q1,question,T12,1,0,1
S055,T12_Q2,question,T12,2,0,0
S055,T12_Q3,question,T12,3,1,1
S055,T15_Q1,question,T15,1,1,1
S055,T15_Q2,question,T15,2,1,1
S055,T15_Q3,question,T15,3,1,1
S055,T18_Q1,question,T18,1,1,1
S055,T18_Q2,question,T18,2,1,1
S055,T18_Q3,question,T18,3,1,1
S055,T20_Q1,question,T20,1,1,1
S055,T20_Q2,question,T20,2,0,1
S055,T20_Q3,question,T20,3,1,1
S055,T24_Q1,question,T24,1,0,0
S055,T24_Q2,question,T24,2,1,1
S055,T24_Q3,question,T24,3,0,1
S055,T27_Q1,question,T27,1,0,1
S055,T27_Q2,question,T27,2,0,0
S055,T27_Q3,question,T27,3,0,0
S055,T28_Q1,question,T28,1,0,0
S055,T28_Q2,question,T28,2,0,0
S055,T28_Q3,question,T28,3,0,0
S055,T30_Q1,question,T30,1,0,0
S055,T30_Q2,question,T30,2,0,0
S055,T30_Q3,question,T30,3,0,0
S055,T37_Q1,question,T37,1,0,0
S055,T37_Q2,question,T37,2,0,0
S055,T37_Q3,question,T37,3,0,0
S055,T41_Q1,question,T41,1,0,0
S055,T41_Q2,question,T41,2,0,0
S055,T41_Q3,question,T41,3,0,0
S056,T2_Q1,question,T2,1,1,1
S056,T2_Q2,question,T2,2,0,1
S056,T2_Q3,question,T2,3,0,1
S056,T5_Q1,question,T5,1,0,1
S056,T5_Q2,question,T5,2,0,1
S056,T5_Q3,question,T5,3,0,1
S056,T17_Q1,question,T17,1,0,1
S056,T17_Q2,question,T17,2,1,1
S056,T17_Q3,question,T17,3,1,1
S056,T26_Q1,question,T26,1,1,1
S056,T26_Q2,question,T26,2,1,1
S056,T26_Q3,question,T26,3,1,1
S056,T33_Q1,question,T33,1,1,1
S056,T33_Q2,question,T33,2,1,1
S056,T33_Q3,question,T33,3,1,1
S056,T42_Q1,question,T42,1,0,1
S056,T42_Q2,question,T42,2,1,1
S056,T42_Q3,question,T42,3,0,0
S056,T45_Q1,question,T45,1,0,0
S056,T45_Q2,question,T45,2,0,0
S056,T45_Q3,question,T45,3,0,0
S056,T47_Q1,question,T47,1,0,0
S056,T47_Q2,question,T47,2,0,0
S056,T47_Q3,question,T47,3,0,0
S056,T48_Q1,question,T48,1,0,0
S056,T48_Q2,question,T48,2,0,0
S056,T48_Q3,question,T48,3,0,0
S056,T49_Q1,question,T49,1,0,0
S056,T49_Q2,question,T49,2,0,0
S056,T49_Q3,question,T49,3,0,0
S057,T12_Q1,question,T12,1,0,0
S057,T12_Q2,question,T12,2,0,0
S057,T12_Q3,question,T12,3,0,0
S057,T15_Q1,question,T15,1,0,0
S057,T15_Q2,question,T15,2,0,0
S057,T15_Q3,question,T15,3,0,0
S057,T18_Q1,question,T18,1,0,0
S057,T18_Q2,question,T18,2,0,0
S057,T18_Q3,question,T18,3,0,0
S057,T20_Q1,question,T20,1,0,0
S057,T20_Q2,question,T20,2,0,0
S057,T20_Q3,question,T20,3,0,0
S057,T24_Q1,question,T24,1,0,0
S057,T24_Q2,question,T24,2,0,0
S057,T24_Q3,question,T24,3,0,0
S057,T27_Q1,question,T27,1,0,0
S057,T27_Q2,question,T27,2,0,0
S057,T27_Q3,question,T27,3,0,0
S057,T28_Q1,question,T28,1,0,0
S057,T28_Q2,question,T28,2,0,0
S057,T28_Q3,question,T28,3,0,0
S057,T30_Q1,question,T30,1,0,0
S057,T30_Q2,question,T30,2,0,0
S057,T30_Q3,question,T30,3,0,0
S057,T37_Q1,question,T37,1,0,0
S057,T37_Q2,question,T37,2,0,0
S057,T37_Q3,question,T37,3,0,0
S057,T41_Q1,question,T41,1,0,0
S057,T41_Q2,question,T41,2,0,0
S057,T41_Q3,question,T41,3,0,0
S058,T2_Q1,question,T2,1,0,0
S058,T2_Q2,question,T2,2,0,0
S058,T2_Q3,question,T2,3,0,0
S058,T5_Q1,question,T5,1,0,0
S058,T5_Q2,question,T5,2,0,0
S058,T5_Q3,question,T5,3,0,0
S058,T17_Q1,question,T17,1,0,0
S058,T17_Q2,question,T17,2,0,0
S058,T17_Q3,question,T17,3,0,0
S058,T26_Q1,question,T26,1,0,0
S058,T26_Q2,question,T26,2,0,0
S058,T26_Q3,question,T26,3,0,0
S058,T33_Q1,question,T33,1,0,0
S058,T33_Q2,question,T33,2,0,0
S058,T33_Q3,question,T33,3,0,0
S058,T42_Q1,question,T42,1,0,0
S058,T42_Q2,question,T42,2,0,0
S058,T42_Q3,question,T42,3,0,0
S058,T45_Q1,question,T45,1,0,0
S058,T45_Q2,question,T45,2,0,0
S058,T45_Q3,question,T45,3,0,0
S058,T47_Q1,question,T47,1,0,0
S058,T47_Q2,question,T47,2,0,0
S058,T47_Q3,question,T47,3,0,0
S058,T48_Q1,question,T48,1,0,0
S058,T48_Q2,question,T48,2,0,0
S058,T48_Q3,question,T48,3,0,0
S058,T49_Q1,question,T49,1,0,0
S058,T49_Q2,question,T49,2,0,0
S058,T49_Q3,question,T49,3,0,0
S059,T2_Q1,question,T2,1,1,1
S059,T2_Q2,question,T2,2,0,0
S059,T2_Q3,question,T2,3,0,0
S059,T5_Q1,question,T5,1,0,0
S059,T5_Q2,question,T5,2,0,0
S059,T5_Q3,question,T5,3,0,0
S059,T17_Q1,question,T17,1,0,0
S059,T17_Q2,question,T17,2,0,0
S059,T17_Q3,question,T17,3,0,0
S059,T26_Q1,question,T26,1,0,0
S059,T26_Q2,question,T26,2,0,0
S059,T26_Q3,question,T26,3,0,0
S059,T33_Q1,question,T33,1,0,0
S059,T33_Q2,question,T33,2,0,0
S059,T33_Q3,question,T33,3,0,0
S059,T42_Q1,question,T42,1,0,0
S059,T42_Q2,question,T42,2,0,0
S059,T42_Q3,question,T42,3,0,0
S059,T45_Q1,question,T45,1,0,0
S059,T45_Q2,question,T45,2,0,0
S059,T45_Q3,question,T45,3,0,0
S059,T47_Q1,question,T47,1,0,0
S059,T47_Q2,question,T47,2,0,0
S059,T47_Q3,question,T47,3,0,0
S059,T48_Q1,question,T48,1,0,0
S059,T48_Q2,question,T48,2,0,0
S059,T48_Q3,question,T48,3,0,0
S059,T49_Q1,question,T49,1,0,0
S059,T49_Q2,question,T49,2,0,0
S059,T49_Q3,question,T49,3,0,0
S060,T12_Q1,question,T12,1,1,1
S060,T12_Q2,question,T12,2,1,1
S060,T12_Q3,question,T12,3,1,1
S060,T15_Q1,question,T15,1,1,1
S060,T15_Q2,question,T15,2,1,1
S060,T15_Q3,question,T15,3,1,1
S060,T18_Q1,question,T18,1,1,1
S060,T18_Q2,question,T18,2,1,1
S060,T18_Q3,question,T18,3,1,1
S060,T20_Q1,question,T20,1,1,1
S060,T20_Q2,question,T20,2,0,0
S060,T20_Q3,question,T20,3,0,0
S060,T24_Q1,question,T24,1,0,0
S060,T24_Q2,question,T24,2,0,0
S060,T24_Q3,question,T24,3,0,0
S060,T27_Q1,question,T27,1,0,0
S060,T27_Q2,question,T27,2,0,0
S060,T27_Q3,question,T27,3,0,0
S060,T28_Q1,question,T28,1,0,0
S060,T28_Q2,question,T28,2,0,0
S060,T28_Q3,question,T28,3,0,0
S060,T30_Q1,question,T30,1,0,0
S060,T30_Q2,question,T30,2,0,0
S060,T30_Q3,question,T30,3,0,0
S060,T37_Q1,question,T37,1,0,0
S060,T37_Q2,question,T37,2,0,0
S060,T37_Q3,question,T37,3,0,0
S060,T41_Q1,question,T41,1,0,0
S060,T41_Q2,question,T41,2,0,0
S060,T41_Q3,question,T41,3,0,0
